"target","target_end_date","location","observation","weekly_rate","as_of"
"wk inc flu hosp",2024-11-02,"48",102,0.334390038638769,2025-01-11
"wk inc flu hosp",2024-11-02,"US",984,0.293805983158796,2025-01-11
"wk inc flu hosp",2024-11-02,"49",2,0.0585183048183387,2025-01-11
"wk inc flu hosp",2024-11-02,"51",16,0.183576805896671,2025-01-11
"wk inc flu hosp",2024-11-02,"50",0,0,2025-01-11
"wk inc flu hosp",2024-11-02,"53",2,0.0255987548765628,2025-01-11
"wk inc flu hosp",2024-11-02,"55",5,0.0845887001339039,2025-01-11
"wk inc flu hosp",2024-11-02,"54",0,0,2025-01-11
"wk inc flu hosp",2024-11-02,"56",0,0,2025-01-11
"wk inc flu hosp",2024-11-09,"02",5,0.681750626528826,2025-01-11
"wk inc flu hosp",2024-11-09,"01",32,0.626410892659012,2025-01-11
"wk inc flu hosp",2024-11-09,"05",11,0.358571087696057,2025-01-11
"wk inc flu hosp",2024-11-09,"04",291,3.91584617802648,2025-01-11
"wk inc flu hosp",2024-11-09,"06",158,0.405490099843725,2025-01-11
"wk inc flu hosp",2024-11-09,"08",20,0.340274363219064,2025-01-11
"wk inc flu hosp",2024-11-09,"09",4,0.110583504922072,2025-01-11
"wk inc flu hosp",2024-11-09,"11",3,0.44184443541118,2025-01-11
"wk inc flu hosp",2024-11-09,"10",1,0.0969095543129597,2025-01-11
"wk inc flu hosp",2024-11-09,"12",359,1.58774203004362,2025-01-11
"wk inc flu hosp",2024-11-09,"13",41,0.371739560714454,2025-01-11
"wk inc flu hosp",2024-11-09,"15",7,0.48775797170725,2025-01-11
"wk inc flu hosp",2024-11-09,"19",4,0.124727003770497,2025-01-11
"wk inc flu hosp",2024-11-09,"16",8,0.407181459399428,2025-01-11
"wk inc flu hosp",2024-11-09,"17",36,0.286859698276188,2025-01-11
"wk inc flu hosp",2024-11-09,"18",28,0.40803246889226,2025-01-11
"wk inc flu hosp",2024-11-09,"20",7,0.238051028618495,2025-01-11
"wk inc flu hosp",2024-11-09,"21",16,0.35350100769881,2025-01-11
"wk inc flu hosp",2024-11-09,"22",85,1.85843167169864,2025-01-11
"wk inc flu hosp",2024-11-09,"25",30,0.42848579262516,2025-01-11
"wk inc flu hosp",2024-11-09,"24",9,0.145625106286102,2025-01-11
"wk inc flu hosp",2024-11-09,"23",1,0.0716475057353828,2025-01-11
"wk inc flu hosp",2024-11-09,"26",49,0.488180988817567,2025-01-11
"wk inc flu hosp",2024-11-09,"27",29,0.505410066200005,2025-01-11
"wk inc flu hosp",2024-11-09,"29",30,0.484171153857327,2025-01-11
"wk inc flu hosp",2024-11-09,"28",23,0.782395422646606,2025-01-11
"wk inc flu hosp",2024-11-09,"30",0,0,2025-01-11
"wk inc flu hosp",2024-11-09,"37",27,0.24918114001479,2025-01-11
"wk inc flu hosp",2024-11-09,"38",0,0,2025-01-11
"wk inc flu hosp",2024-11-09,"31",4,0.202185728821424,2025-01-11
"wk inc flu hosp",2024-11-09,"33",14,0.99853500649761,2025-01-11
"wk inc flu hosp",2024-11-09,"34",30,0.322898648249389,2025-01-11
"wk inc flu hosp",2024-11-09,"35",16,0.75672623205672,2025-01-11
"wk inc flu hosp",2024-11-09,"32",24,0.75136748882967,2025-01-11
"wk inc flu hosp",2024-11-09,"36",55,0.281024950110407,2025-01-11
"wk inc flu hosp",2024-11-09,"39",24,0.203632550154061,2025-01-11
"wk inc flu hosp",2024-11-09,"40",13,0.320684864463775,2025-01-11
"wk inc flu hosp",2024-11-09,"41",25,0.59054774011553,2025-01-11
"wk inc flu hosp",2024-11-09,"42",142,1.09553674472675,2025-01-11
"wk inc flu hosp",2024-11-09,"72",43,1.34136446713049,2025-01-11
"wk inc flu hosp",2024-11-09,"44",3,0.273732118449362,2025-01-11
"wk inc flu hosp",2024-11-09,"45",21,0.390802736735736,2025-01-11
"wk inc flu hosp",2024-11-09,"46",2,0.217552577019051,2025-01-11
"wk inc flu hosp",2024-11-09,"47",80,1.12257241960242,2025-01-11
"wk inc flu hosp",2024-11-09,"48",182,0.596656735610352,2025-01-11
"wk inc flu hosp",2024-11-09,"US",2064,0.616275964674548,2025-01-11
"wk inc flu hosp",2024-11-09,"49",7,0.204814066864185,2025-01-11
"wk inc flu hosp",2024-11-09,"51",26,0.29831230958209,2025-01-11
"wk inc flu hosp",2024-11-09,"50",0,0,2025-01-11
"wk inc flu hosp",2024-11-09,"53",13,0.166391906697658,2025-01-11
"wk inc flu hosp",2024-11-09,"55",12,0.203012880321369,2025-01-11
"wk inc flu hosp",2024-11-09,"54",6,0.338969453767674,2025-01-11
"wk inc flu hosp",2024-11-09,"56",5,0.856080827727431,2025-01-11
"wk inc flu hosp",2024-11-16,"02",9,1.22715112775189,2025-01-11
"wk inc flu hosp",2024-11-16,"01",44,0.861314977406142,2025-01-11
"wk inc flu hosp",2024-11-16,"05",13,0.423765830913522,2025-01-11
"wk inc flu hosp",2024-11-16,"04",363,4.88471533547633,2025-01-11
"wk inc flu hosp",2024-11-16,"06",313,0.803281020576492,2025-01-11
"wk inc flu hosp",2024-11-16,"08",29,0.493397826667642,2025-01-11
"wk inc flu hosp",2024-11-16,"09",5,0.13822938115259,2025-01-11
"wk inc flu hosp",2024-11-16,"11",1,0.147281478470393,2025-01-11
"wk inc flu hosp",2024-11-16,"10",4,0.387638217251839,2025-01-11
"wk inc flu hosp",2024-11-16,"12",375,1.65850490603442,2025-01-11
"wk inc flu hosp",2024-11-16,"13",43,0.389873197822477,2025-01-11
"wk inc flu hosp",2024-11-16,"15",15,1.04519565365839,2025-01-11
"wk inc flu hosp",2024-11-16,"19",5,0.155908754713122,2025-01-11
"wk inc flu hosp",2024-11-16,"16",12,0.610772189099142,2025-01-11
"wk inc flu hosp",2024-11-16,"17",34,0.270923048371956,2025-01-11
"wk inc flu hosp",2024-11-16,"18",26,0.378887292542813,2025-01-11
"wk inc flu hosp",2024-11-16,"20",11,0.374080187829063,2025-01-11
"wk inc flu hosp",2024-11-16,"21",18,0.397688633661161,2025-01-11
"wk inc flu hosp",2024-11-16,"22",84,1.83656776967866,2025-01-11
"wk inc flu hosp",2024-11-16,"25",16,0.228525756066752,2025-01-11
"wk inc flu hosp",2024-11-16,"24",11,0.177986241016347,2025-01-11
"wk inc flu hosp",2024-11-16,"23",0,0,2025-01-11
"wk inc flu hosp",2024-11-16,"26",57,0.567884007400027,2025-01-11
"wk inc flu hosp",2024-11-16,"27",26,0.45312626624828,2025-01-11
"wk inc flu hosp",2024-11-16,"29",29,0.468032115395416,2025-01-11
"wk inc flu hosp",2024-11-16,"28",24,0.816412614935588,2025-01-11
"wk inc flu hosp",2024-11-16,"30",4,0.353103604128487,2025-01-11
"wk inc flu hosp",2024-11-16,"37",38,0.350699382243038,2025-01-11
"wk inc flu hosp",2024-11-16,"38",1,0.127563060799106,2025-01-11
"wk inc flu hosp",2024-11-16,"31",6,0.303278593232136,2025-01-11
"wk inc flu hosp",2024-11-16,"33",11,0.784563219390979,2025-01-11
"wk inc flu hosp",2024-11-16,"34",37,0.398241666174246,2025-01-11
"wk inc flu hosp",2024-11-16,"35",21,0.993203179574446,2025-01-11
"wk inc flu hosp",2024-11-16,"32",41,1.28358612675069,2025-01-11
"wk inc flu hosp",2024-11-16,"36",63,0.321901306490103,2025-01-11
"wk inc flu hosp",2024-11-16,"39",40,0.339387583590101,2025-01-11
"wk inc flu hosp",2024-11-16,"40",13,0.320684864463775,2025-01-11
"wk inc flu hosp",2024-11-16,"41",33,0.7795230169525,2025-01-11
"wk inc flu hosp",2024-11-16,"42",111,0.8563702722864,2025-01-11
"wk inc flu hosp",2024-11-16,"72",77,2.40197823183831,2025-01-11
"wk inc flu hosp",2024-11-16,"44",0,0,2025-01-11
"wk inc flu hosp",2024-11-16,"45",13,0.241925503693551,2025-01-11
"wk inc flu hosp",2024-11-16,"46",0,0,2025-01-11
"wk inc flu hosp",2024-11-16,"47",94,1.31902259303284,2025-01-11
"wk inc flu hosp",2024-11-16,"48",223,0.731068417808289,2025-01-11
"wk inc flu hosp",2024-11-16,"US",2471,0.737799374375392,2025-01-11
"wk inc flu hosp",2024-11-16,"49",10,0.292591524091693,2025-01-11
"wk inc flu hosp",2024-11-16,"51",26,0.29831230958209,2025-01-11
"wk inc flu hosp",2024-11-16,"50",3,0.463346224654962,2025-01-11
"wk inc flu hosp",2024-11-16,"53",22,0.281586303642191,2025-01-11
"wk inc flu hosp",2024-11-16,"55",6,0.101506440160685,2025-01-11
"wk inc flu hosp",2024-11-16,"54",4,0.225979635845116,2025-01-11
"wk inc flu hosp",2024-11-16,"56",4,0.684864662181945,2025-01-11
"wk inc flu hosp",2024-11-23,"02",5,0.681750626528826,2025-01-11
"wk inc flu hosp",2024-11-23,"01",50,0.978767019779707,2025-01-11
"wk inc flu hosp",2024-11-23,"05",8,0.26077897286986,2025-01-11
"wk inc flu hosp",2024-11-23,"04",520,6.99738835936003,2025-01-11
"wk inc flu hosp",2024-11-23,"06",479,1.2293022647161,2025-01-11
"wk inc flu hosp",2024-11-23,"08",31,0.527425262989549,2025-01-11
"wk inc flu hosp",2024-11-23,"09",4,0.110583504922072,2025-01-11
"wk inc flu hosp",2024-11-23,"11",8,1.17825182776315,2025-01-11
"wk inc flu hosp",2024-11-23,"10",7,0.678366880190718,2025-01-11
"wk inc flu hosp",2024-11-23,"12",422,1.8663708542574,2025-01-11
"wk inc flu hosp",2024-11-23,"13",47,0.426140472038521,2025-01-11
"wk inc flu hosp",2024-11-23,"15",8,0.557437681951143,2025-01-11
"wk inc flu hosp",2024-11-23,"19",4,0.124727003770497,2025-01-11
"wk inc flu hosp",2024-11-23,"16",31,1.57782815517278,2025-01-11
"wk inc flu hosp",2024-11-23,"17",87,0.693244270834122,2025-01-11
"wk inc flu hosp",2024-11-23,"18",32,0.466322821591155,2025-01-11
"wk inc flu hosp",2024-11-23,"20",17,0.578123926644916,2025-01-11
"wk inc flu hosp",2024-11-23,"21",19,0.419782446642337,2025-01-11
"wk inc flu hosp",2024-11-23,"22",78,1.70538435755876,2025-01-11
"wk inc flu hosp",2024-11-23,"25",45,0.64272868893774,2025-01-11
"wk inc flu hosp",2024-11-23,"24",16,0.258889077841959,2025-01-11
"wk inc flu hosp",2024-11-23,"23",0,0,2025-01-11
"wk inc flu hosp",2024-11-23,"26",63,0.627661271336872,2025-01-11
"wk inc flu hosp",2024-11-23,"27",16,0.278846933075865,2025-01-11
"wk inc flu hosp",2024-11-23,"29",40,0.645561538476436,2025-01-11
"wk inc flu hosp",2024-11-23,"28",35,1.1906017301144,2025-01-11
"wk inc flu hosp",2024-11-23,"30",1,0.0882759010321218,2025-01-11
"wk inc flu hosp",2024-11-23,"37",31,0.286096864461426,2025-01-11
"wk inc flu hosp",2024-11-23,"38",3,0.382689182397318,2025-01-11
"wk inc flu hosp",2024-11-23,"31",4,0.202185728821424,2025-01-11
"wk inc flu hosp",2024-11-23,"33",11,0.784563219390979,2025-01-11
"wk inc flu hosp",2024-11-23,"34",47,0.505874548924042,2025-01-11
"wk inc flu hosp",2024-11-23,"35",28,1.32427090609926,2025-01-11
"wk inc flu hosp",2024-11-23,"32",45,1.40881404155563,2025-01-11
"wk inc flu hosp",2024-11-23,"36",103,0.52628308838858,2025-01-11
"wk inc flu hosp",2024-11-23,"39",40,0.339387583590101,2025-01-11
"wk inc flu hosp",2024-11-23,"40",14,0.345352930960989,2025-01-11
"wk inc flu hosp",2024-11-23,"41",59,1.39369266667265,2025-01-11
"wk inc flu hosp",2024-11-23,"42",134,1.03381636474214,2025-01-11
"wk inc flu hosp",2024-11-23,"72",42,1.31016994463908,2025-01-11
"wk inc flu hosp",2024-11-23,"44",2,0.182488078966242,2025-01-11
"wk inc flu hosp",2024-11-23,"45",12,0.223315849563278,2025-01-11
"wk inc flu hosp",2024-11-23,"46",0,0,2025-01-11
"wk inc flu hosp",2024-11-23,"47",58,0.813865004211751,2025-01-11
"wk inc flu hosp",2024-11-23,"48",270,0.885150102279094,2025-01-11
"wk inc flu hosp",2024-11-23,"US",3093,0.923518197063167,2025-01-11
"wk inc flu hosp",2024-11-23,"49",20,0.585183048183387,2025-01-11
"wk inc flu hosp",2024-11-23,"51",35,0.401574262898967,2025-01-11
"wk inc flu hosp",2024-11-23,"50",0,0,2025-01-11
"wk inc flu hosp",2024-11-23,"53",29,0.371181945710161,2025-01-11
"wk inc flu hosp",2024-11-23,"55",18,0.304519320482054,2025-01-11
"wk inc flu hosp",2024-11-23,"54",4,0.225979635845116,2025-01-11
"wk inc flu hosp",2024-11-23,"56",8,1.36972932436389,2025-01-11
"wk inc flu hosp",2024-11-30,"02",9,1.22715112775189,2025-01-11
"wk inc flu hosp",2024-11-30,"01",65,1.27239712571362,2025-01-11
"wk inc flu hosp",2024-11-30,"05",12,0.391168459304789,2025-01-11
"wk inc flu hosp",2024-11-30,"04",590,7.9393444846585,2025-01-11
"wk inc flu hosp",2024-11-30,"06",687,1.76311201640911,2025-01-11
"wk inc flu hosp",2024-11-30,"08",67,1.13991911678386,2025-01-11
"wk inc flu hosp",2024-11-30,"09",10,0.27645876230518,2025-01-11
"wk inc flu hosp",2024-11-30,"11",6,0.883688870822361,2025-01-11
"wk inc flu hosp",2024-11-30,"10",5,0.484547771564799,2025-01-11
"wk inc flu hosp",2024-11-30,"12",605,2.6757212484022,2025-01-11
"wk inc flu hosp",2024-11-30,"13",56,0.507741839024621,2025-01-11
"wk inc flu hosp",2024-11-30,"15",14,0.975515943414501,2025-01-11
"wk inc flu hosp",2024-11-30,"19",4,0.124727003770497,2025-01-11
"wk inc flu hosp",2024-11-30,"16",63,3.20655399277049,2025-01-11
"wk inc flu hosp",2024-11-30,"17",83,0.661370971025656,2025-01-11
"wk inc flu hosp",2024-11-30,"18",41,0.597476115163667,2025-01-11
"wk inc flu hosp",2024-11-30,"20",20,0.680145796052842,2025-01-11
"wk inc flu hosp",2024-11-30,"21",24,0.530251511548215,2025-01-11
"wk inc flu hosp",2024-11-30,"22",141,3.08281018481775,2025-01-11
"wk inc flu hosp",2024-11-30,"25",63,0.899820164512835,2025-01-11
"wk inc flu hosp",2024-11-30,"24",20,0.323611347302449,2025-01-11
"wk inc flu hosp",2024-11-30,"23",2,0.143295011470766,2025-01-11
"wk inc flu hosp",2024-11-30,"26",69,0.687438535273717,2025-01-11
"wk inc flu hosp",2024-11-30,"27",35,0.609977666103454,2025-01-11
"wk inc flu hosp",2024-11-30,"29",41,0.661700576938347,2025-01-11
"wk inc flu hosp",2024-11-30,"28",28,0.95248138409152,2025-01-11
"wk inc flu hosp",2024-11-30,"30",2,0.176551802064244,2025-01-11
"wk inc flu hosp",2024-11-30,"37",43,0.396844037801333,2025-01-11
"wk inc flu hosp",2024-11-30,"38",1,0.127563060799106,2025-01-11
"wk inc flu hosp",2024-11-30,"31",11,0.556010754258916,2025-01-11
"wk inc flu hosp",2024-11-30,"33",14,0.99853500649761,2025-01-11
"wk inc flu hosp",2024-11-30,"34",67,0.721140314423635,2025-01-11
"wk inc flu hosp",2024-11-30,"35",55,2.60124642269498,2025-01-11
"wk inc flu hosp",2024-11-30,"32",57,1.78449778597047,2025-01-11
"wk inc flu hosp",2024-11-30,"36",145,0.740883959381982,2025-01-11
"wk inc flu hosp",2024-11-30,"39",55,0.466657927436389,2025-01-11
"wk inc flu hosp",2024-11-30,"40",40,0.98672265988854,2025-01-11
"wk inc flu hosp",2024-11-30,"41",79,1.86613085876507,2025-01-11
"wk inc flu hosp",2024-11-30,"42",115,0.887230462278703,2025-01-11
"wk inc flu hosp",2024-11-30,"72",279,8.70327177510247,2025-01-11
"wk inc flu hosp",2024-11-30,"44",6,0.547464236898725,2025-01-11
"wk inc flu hosp",2024-11-30,"45",18,0.334973774344917,2025-01-11
"wk inc flu hosp",2024-11-30,"46",5,0.543881442547628,2025-01-11
"wk inc flu hosp",2024-11-30,"47",60,0.841929314701812,2025-01-11
"wk inc flu hosp",2024-11-30,"48",403,1.32116848599435,2025-01-11
"wk inc flu hosp",2024-11-30,"US",4353,1.29973317549821,2025-01-11
"wk inc flu hosp",2024-11-30,"49",20,0.585183048183387,2025-01-11
"wk inc flu hosp",2024-11-30,"51",46,0.527783316952928,2025-01-11
"wk inc flu hosp",2024-11-30,"50",3,0.463346224654962,2025-01-11
"wk inc flu hosp",2024-11-30,"53",46,0.588771362160945,2025-01-11
"wk inc flu hosp",2024-11-30,"55",12,0.203012880321369,2025-01-11
"wk inc flu hosp",2024-11-30,"54",3,0.169484726883837,2025-01-11
"wk inc flu hosp",2024-11-30,"56",4,0.684864662181945,2025-01-11
"wk inc flu hosp",2024-12-07,"02",17,2.31795213019801,2025-01-11
"wk inc flu hosp",2024-12-07,"01",102,1.9966847203506,2025-01-11
"wk inc flu hosp",2024-12-07,"05",20,0.651947432174649,2025-01-11
"wk inc flu hosp",2024-12-07,"04",884,11.895560210912,2025-01-11
"wk inc flu hosp",2024-12-07,"06",1061,2.72294301224172,2025-01-11
"wk inc flu hosp",2024-12-07,"08",90,1.53123463448579,2025-01-11
"wk inc flu hosp",2024-12-07,"09",13,0.359396390996733,2025-01-11
"wk inc flu hosp",2024-12-07,"11",2,0.294562956940787,2025-01-11
"wk inc flu hosp",2024-12-07,"10",15,1.4536433146944,2025-01-11
"wk inc flu hosp",2024-12-07,"12",698,3.08703046509873,2025-01-11
"wk inc flu hosp",2024-12-07,"13",88,0.797880032752975,2025-01-11
"wk inc flu hosp",2024-12-07,"15",20,1.39359420487786,2025-01-11
"wk inc flu hosp",2024-12-07,"19",13,0.405362762254116,2025-01-11
"wk inc flu hosp",2024-12-07,"16",77,3.91912154671949,2025-01-11
"wk inc flu hosp",2024-12-07,"17",105,0.836674119972216,2025-01-11
"wk inc flu hosp",2024-12-07,"18",65,0.947218231357033,2025-01-11
"wk inc flu hosp",2024-12-07,"20",35,1.19025514309247,2025-01-11
"wk inc flu hosp",2024-12-07,"21",52,1.14887827502113,2025-01-11
"wk inc flu hosp",2024-12-07,"22",160,3.49822432319745,2025-01-11
"wk inc flu hosp",2024-12-07,"25",83,1.18547735959627,2025-01-11
"wk inc flu hosp",2024-12-07,"24",37,0.59868099250953,2025-01-11
"wk inc flu hosp",2024-12-07,"23",3,0.214942517206149,2025-01-11
"wk inc flu hosp",2024-12-07,"26",99,0.986324854957941,2025-01-11
"wk inc flu hosp",2024-12-07,"27",58,1.01082013240001,2025-01-11
"wk inc flu hosp",2024-12-07,"29",54,0.871508076943189,2025-01-11
"wk inc flu hosp",2024-12-07,"28",39,1.32667049927033,2025-01-11
"wk inc flu hosp",2024-12-07,"30",2,0.176551802064244,2025-01-11
"wk inc flu hosp",2024-12-07,"37",65,0.599880522257829,2025-01-11
"wk inc flu hosp",2024-12-07,"38",2,0.255126121598212,2025-01-11
"wk inc flu hosp",2024-12-07,"31",10,0.50546432205356,2025-01-11
"wk inc flu hosp",2024-12-07,"33",16,1.1411828645687,2025-01-11
"wk inc flu hosp",2024-12-07,"34",109,1.17319842197278,2025-01-11
"wk inc flu hosp",2024-12-07,"35",103,4.87142511886514,2025-01-11
"wk inc flu hosp",2024-12-07,"32",79,2.47325131739766,2025-01-11
"wk inc flu hosp",2024-12-07,"36",274,1.40001520600457,2025-01-11
"wk inc flu hosp",2024-12-07,"39",91,0.77210675266748,2025-01-11
"wk inc flu hosp",2024-12-07,"40",40,0.98672265988854,2025-01-11
"wk inc flu hosp",2024-12-07,"41",118,2.7873853333453,2025-01-11
"wk inc flu hosp",2024-12-07,"42",175,1.35013331216324,2025-01-11
"wk inc flu hosp",2024-12-07,"72",435,13.5696172837619,2025-01-11
"wk inc flu hosp",2024-12-07,"44",10,0.912440394831208,2025-01-11
"wk inc flu hosp",2024-12-07,"45",40,0.744386165210926,2025-01-11
"wk inc flu hosp",2024-12-07,"46",1,0.108776288509526,2025-01-11
"wk inc flu hosp",2024-12-07,"47",115,1.61369785317847,2025-01-11
"wk inc flu hosp",2024-12-07,"48",531,1.74079520114889,2025-01-11
"wk inc flu hosp",2024-12-07,"US",6361,1.89928847446454,2025-01-11
"wk inc flu hosp",2024-12-07,"49",64,1.87258575418684,2025-01-11
"wk inc flu hosp",2024-12-07,"51",68,0.78020142506085,2025-01-11
"wk inc flu hosp",2024-12-07,"50",0,0,2025-01-11
"wk inc flu hosp",2024-12-07,"53",78,0.998351440185949,2025-01-11
"wk inc flu hosp",2024-12-07,"55",27,0.456778980723081,2025-01-11
"wk inc flu hosp",2024-12-07,"54",13,0.734433816496626,2025-01-11
"wk inc flu hosp",2024-12-07,"56",5,0.856080827727431,2025-01-11
"wk inc flu hosp",2024-12-14,"02",25,3.40875313264413,2025-01-11
"wk inc flu hosp",2024-12-14,"01",193,3.77804069634967,2025-01-11
"wk inc flu hosp",2024-12-14,"05",41,1.33649223595803,2025-01-11
"wk inc flu hosp",2024-12-14,"04",995,13.3892334953139,2025-01-11
"wk inc flu hosp",2024-12-14,"06",1385,3.55445435622505,2025-01-11
"wk inc flu hosp",2024-12-14,"08",127,2.16074220644105,2025-01-11
"wk inc flu hosp",2024-12-14,"09",24,0.663501029532431,2025-01-11
"wk inc flu hosp",2024-12-14,"11",6,0.883688870822361,2025-01-11
"wk inc flu hosp",2024-12-14,"10",15,1.4536433146944,2025-01-11
"wk inc flu hosp",2024-12-14,"12",865,3.82561798325273,2025-01-11
"wk inc flu hosp",2024-12-14,"13",214,1.94029917055837,2025-01-11
"wk inc flu hosp",2024-12-14,"15",34,2.36911014829236,2025-01-11
"wk inc flu hosp",2024-12-14,"19",23,0.71718027168036,2025-01-11
"wk inc flu hosp",2024-12-14,"16",107,5.44605201946735,2025-01-11
"wk inc flu hosp",2024-12-14,"17",239,1.90442966355581,2025-01-11
"wk inc flu hosp",2024-12-14,"18",140,2.0401623444613,2025-01-11
"wk inc flu hosp",2024-12-14,"20",88,2.9926415026325,2025-01-11
"wk inc flu hosp",2024-12-14,"21",79,1.74541122551287,2025-01-11
"wk inc flu hosp",2024-12-14,"22",252,5.50970330903598,2025-01-11
"wk inc flu hosp",2024-12-14,"25",126,1.79964032902567,2025-01-11
"wk inc flu hosp",2024-12-14,"24",73,1.18118141765394,2025-01-11
"wk inc flu hosp",2024-12-14,"23",2,0.143295011470766,2025-01-11
"wk inc flu hosp",2024-12-14,"26",170,1.69368914487727,2025-01-11
"wk inc flu hosp",2024-12-14,"27",118,2.0564961314345,2025-01-11
"wk inc flu hosp",2024-12-14,"29",84,1.35567923080052,2025-01-11
"wk inc flu hosp",2024-12-14,"28",61,2.07504872962795,2025-01-11
"wk inc flu hosp",2024-12-14,"30",6,0.529655406192731,2025-01-11
"wk inc flu hosp",2024-12-14,"37",173,1.59660508231699,2025-01-11
"wk inc flu hosp",2024-12-14,"38",0,0,2025-01-11
"wk inc flu hosp",2024-12-14,"31",19,0.960382211901764,2025-01-11
"wk inc flu hosp",2024-12-14,"33",22,1.56912643878196,2025-01-11
"wk inc flu hosp",2024-12-14,"34",174,1.87281215984646,2025-01-11
"wk inc flu hosp",2024-12-14,"35",108,5.10790206638286,2025-01-11
"wk inc flu hosp",2024-12-14,"32",108,3.38115369973351,2025-01-11
"wk inc flu hosp",2024-12-14,"36",426,2.17666597721879,2025-01-11
"wk inc flu hosp",2024-12-14,"39",151,1.28118812805263,2025-01-11
"wk inc flu hosp",2024-12-14,"40",57,1.40607979034117,2025-01-11
"wk inc flu hosp",2024-12-14,"41",192,4.53540664408727,2025-01-11
"wk inc flu hosp",2024-12-14,"42",267,2.0599176819862,2025-01-11
"wk inc flu hosp",2024-12-14,"72",371,11.5731678443119,2025-01-11
"wk inc flu hosp",2024-12-14,"44",28,2.55483310552738,2025-01-11
"wk inc flu hosp",2024-12-14,"45",77,1.43294336803103,2025-01-11
"wk inc flu hosp",2024-12-14,"46",8,0.870210308076204,2025-01-11
"wk inc flu hosp",2024-12-14,"47",215,3.01691337768149,2025-01-11
"wk inc flu hosp",2024-12-14,"48",708,2.32106026819851,2025-01-11
"wk inc flu hosp",2024-12-14,"US",9136,2.72785717697029,2025-01-11
"wk inc flu hosp",2024-12-14,"49",87,2.54554625959773,2025-01-11
"wk inc flu hosp",2024-12-14,"51",140,1.60629705159587,2025-01-11
"wk inc flu hosp",2024-12-14,"50",8,1.23558993241323,2025-01-11
"wk inc flu hosp",2024-12-14,"53",181,2.31668731632893,2025-01-11
"wk inc flu hosp",2024-12-14,"55",66,1.11657084176753,2025-01-11
